;0.499;0.539;0.579;0.619;0.659;0.699;0.739;0.779;0.819;0.859;0.899;0.939;0.979;1.019;1.059;1.099;1.139;1.179;1.219;1.259;1.299;1.339;1.379;1.419;1.459;1.499;1.539;1.579;1.619;1.659;1.699;1.739;1.779;1.819;1.859;1.899;1.939;1.979;2.019;2.059;2.099;2.139;2.179;2.219;2.259;2.299;2.339;2.379;2.419;2.459;2.499;2.539;2.579;2.619;2.659;2.699;2.739;2.779;2.819;2.859;2.899;2.939;2.979;3.019;3.059;3.099;3.139;3.179;3.219;3.259;3.299;3.339;3.379;3.419;3.459;3.499;3.539;3.579;3.619;3.659;3.699;3.739;3.779;3.819;3.859;3.899;3.939;3.979;4.019;4.059;4.099;4.139;4.179;4.219;4.259;4.299;4.339;4.379;4.419;4.459;4.499;4.539;4.579;4.619;4.659;4.699;4.739;4.779;4.819;4.859;4.899;4.939;4.979;5.019;5.059;5.099;5.139;5.179;5.219;5.259;5.299;5.339;5.379;5.419;5.459;5.499;5.539;5.579;5.619;5.659;5.699;5.739;5.779;5.819;5.859;5.899;5.939;5.979;6.019;6.059;6.099;6.139;6.179;6.219;6.259;6.299;6.339;6.379;6.419;6.459;6.499;6.539;6.579;6.619;6.659;6.699;6.739;6.779;6.819;6.859;6.899;6.939;6.979;7.019;7.059;7.099;7.139;7.179;7.219;7.259;7.299;7.339;7.379;7.419;7.459;7.499;7.539;7.579;7.619;7.659;7.699;7.739;7.779;7.819;7.859;7.899;7.939;7.979;8.019;8.059;8.099;8.139;8.179;8.219;8.259;8.299;8.339;8.379;8.419;8.46;8.5;8.539;8.579;8.619;8.659;8.699;8.739;8.779;8.819;8.859;8.899;8.939;8.979;9.019;9.059;9.099;9.139;9.179;9.219;9.259;9.299;9.339;9.379;9.419;9.459;9.5;9.539;9.579;9.619;9.659;9.699;9.739;9.779;9.819;9.859;9.899;9.939;9.979
PAS1_E1R1;0.0002282;0.00041065;0.00035291;0.00030621;0.00032101;0.00030946;0.00051722;0.00105836;0.00441929;0.04243461;0.04799829;0.01188329;0.01082681;0.00641247;0.00461881;0.00054346;0.00100192;0.00217455;0.00790722;0.03325849;0.06794166;0.06618762;0.00765072;0.0029225;0.00202093;0.01099612;0.00146462;0.00260971;0.00248937;0.00138739;0.00255051;0.00486141;0.0016976;0.00060611;0.00073371;0.00261367;0.00765436;0.00492312;0.01746775;0.02923443;0.01127424;0.00905255;0.00457366;0.00113982;0.0048444;0.00351986;0.00327131;0.00362416;0.00201934;0.00779163;0.00275766;0.00135897;0.00131985;0.00032611;0.0017437;0.00255515;0.00259787;0.00310507;0.00148809;0.00068836;0.00060474;0.00158635;0.00134456;0.00415535;0.00635012;0.00130044;0.00133658;0.00250726;0.02869404;0.0559925;0.01062534;0.00126812;0.00363208;0.03669757;0.0194238;0.03501987;0.01498135;0.01571016;0.00516716;0.00929953;0.01939365;0.04183689;0.02597225;0.01491819;0.02919401;0.02147611;0.01507509;0.00322084;0.00210695;0.00166161;0.00152061;0.00769685;0.00058762;0.00037778;0.00056639;0.00045332;0.00030954;0.00042468;0.00046767;0.00056883;0.00032044;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00027548;0.00045911;0.00038167;0.00061992;0.01578392;0.00455412;0.00449012;0.00087451;0.00039499;0.00032684;0.00031144;0.00031431;0.00031749;0.0003585;0.00033312;0.00034795;0.00039899;0.00066641;0.00085124;0.00046816;0.0003494;0.00037738;0.00030784;0.00034729;0.00031514;0.00031045;0.00032215;0.00030547;0.00030167;0.00032837;0.00030589;0.00026796;0.00030286;0.00034455;0.00027664;0.00029348;0.00028506;0.00028502;0.0003419;0.00030029;0.00030752;0.00042929;0.000316;0.00032927;0.00036435;0.00077372;0.00068987;0.00048796;0.00054089;0.00038145;0.000932;0.00045727;0.00043798;0.00086126;0.00070163;0.00049243;0.00156146;0.00077945;0.00067789;0.0007355;0.00034673;0.00035813;0.00031293;0.00027967;0.00033974;0.00047035;0.0003967;0.00033944;0.00101004;0.00053471;0.00040587;0.00046945;0.00033062;0.00027808;0.00035337;0.0002972;0.00032136;0.00029644;0.00033401;0.00033509;0.00029166;0.00030345;0.00033209;0.00029502;0.00068431;0.00030244;0.00029273;0.00028089;0.00026267;0.00032077;0.00027408;0.00029242;0.00031288;0.00027537;0.00030077;0.00027634;0.00029806;0.00027356;0.00027041;0.00031124;0.00032372;0.0003041;0.00032969;0.00029332;0.00026761;0.00031039;0.00030774;0.00028915;0.00032155;0.00028267;0.00030641;0.00029089;0.00031676;0.00029672;0.00034607;0.00032229;0.00027823;0.00030898;0.00032835;0.00032143;0.00028826;0.0002789;0.00027681
PAS1_E1R2;0.00022324;0.00049362;0.00054546;0.00044578;0.00043025;0.00041114;0.00032765;0.00037511;0.00312256;0.040371468;0.047693558;0.01236689;0.01103352;0.00665206;0.00457368;0.00052786;0.00080649;0.00172072;0.00690976;0.031599639;0.066497667;0.065440497;0.00913913;0.00374829;0.00267305;0.01145152;0.00200822;0.00301814;0.0028716;0.00164695;0.00278186;0.00505245;0.00201503;0.00081867;0.00089077;0.00259603;0.0077047;0.00487222;0.017117149;0.029150999;0.01166513;0.00940359;0.00505244;0.00145826;0.00508553;0.00373953;0.00351774;0.00390898;0.00231381;0.00790304;0.00301743;0.00169941;0.0014558;0.00030658;0.00192025;0.00276082;0.00278064;0.00338986;0.00175989;0.00086643;0.00075829;0.00163007;0.00153273;0.00419647;0.00639284;0.00147955;0.00154074;0.00257326;0.028359879;0.055135288;0.01060814;0.00147506;0.00366208;0.036237429;0.019365329;0.034733869;0.015203219;0.015725779;0.00547329;0.00940214;0.019270239;0.041508108;0.026082009;0.015039469;0.029134019;0.021639539;0.015285849;0.00355762;0.00244524;0.00205659;0.00167344;0.00738437;0.00048252;0.00033306;0.00041064;0.00075231;0.00047002;0.00030224;0.00032396;0.00026584;0.00016706;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00053218;0.00095765;0.0006713;0.00044176;0.015128009;0.00422833;0.00417939;0.00068299;0.00028951;0.0002715;0.00029141;0.00030402;0.00030104;0.000313;0.0002906;0.00033879;0.00039113;0.00063101;0.00081405;0.00039625;0.00037208;0.0003208;0.0003134;0.000276;0.00032923;0.00030407;0.00032983;0.00029705;0.00027063;0.00032101;0.00025448;0.00028368;0.0002593;0.00032265;0.00029848;0.00028208;0.00029107;0.00025412;0.00026539;0.00030322;0.00031003;0.00041236;0.00034956;0.00031522;0.0003295;0.0007784;0.00066802;0.00049253;0.00053096;0.00036201;0.0009298;0.00043832;0.00042505;0.00087248;0.00067161;0.00053402;0.0014517;0.0008008;0.00068437;0.00064762;0.00030925;0.00030932;0.00032047;0.00034103;0.0003245;0.00047107;0.00033809;0.00035516;0.00101268;0.00048715;0.00035707;0.00044461;0.00028479;0.00030569;0.00033784;0.00033476;0.00030507;0.00030219;0.00027881;0.00034683;0.00029745;0.00031024;0.00032158;0.00029499;0.00067828;0.00028512;0.00025173;0.00030043;0.00027449;0.00029118;0.00030598;0.0002937;0.00029922;0.00031825;0.00029172;0.0002852;0.00030822;0.00026563;0.00029582;0.0003023;0.00032654;0.00029897;0.00029855;0.00030359;0.00025976;0.00028684;0.00027246;0.00028147;0.00030397;0.00025739;0.00026181;0.00027309;0.00028282;0.0003126;0.00026628;0.00029259;0.00025119;0.00030056;0.00028484;0.00029958;0.00027245;0.00029699;0.00027076
PAS1_E1R3;0.00023597;0.00048815;0.0005019;0.00040314;0.00039318;0.00035087;0.00032485;0.00049919;0.00333908;0.040809778;0.047859478;0.01236306;0.01099278;0.00664357;0.00458274;0.00055088;0.00089656;0.00180045;0.00708553;0.031930289;0.066649117;0.065317407;0.00902487;0.00366727;0.00251737;0.01132818;0.00190752;0.00292399;0.00284226;0.00160902;0.002701;0.00507109;0.00200227;0.0008135;0.00086133;0.00259647;0.00782448;0.00490347;0.017164529;0.029178549;0.01165822;0.00925921;0.00496142;0.00136058;0.00500661;0.00371297;0.00353024;0.00388609;0.00221625;0.00790856;0.00298162;0.0016557;0.00141954;0.00028476;0.00188076;0.00273916;0.00288038;0.00339572;0.00172846;0.00086072;0.00085813;0.00166244;0.00149782;0.00423808;0.00643774;0.00150002;0.00157169;0.00266156;0.028658229;0.055482098;0.01058901;0.00143318;0.00366919;0.036437509;0.019349669;0.034788139;0.015124199;0.015790869;0.00542764;0.00938708;0.019267939;0.041612328;0.025907149;0.014867919;0.029028919;0.021481669;0.015124359;0.0032743;0.0022112;0.00179327;0.00155366;0.00701628;0.00048093;0.00033502;0.00051494;0.00052826;0.00040549;0.00031356;0.0003134;0.00044024;0.00028915;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00038707;0.00055846;0.0004252;0.00056855;0.015301909;0.00430658;0.00422809;0.0007329;0.00030063;0.00029968;0.00030746;0.00030583;0.00029624;0.00035021;0.0002852;0.00033228;0.00042736;0.00071586;0.00091964;0.00050298;0.00033839;0.0003432;0.00033314;0.0003343;0.0003339;0.00035425;0.00028395;0.00030367;0.00029811;0.00031514;0.00029838;0.0002766;0.00029926;0.00028017;0.00030996;0.00031273;0.00029673;0.00027072;0.00030582;0.00029918;0.00028359;0.00043843;0.00034901;0.00029627;0.00035666;0.0008075;0.0006731;0.00048258;0.00057905;0.00034298;0.00091744;0.00050389;0.00043028;0.00090947;0.00065058;0.00051086;0.00154751;0.00080886;0.00070464;0.00067306;0.00028056;0.00033674;0.00034317;0.0003318;0.00033294;0.0004678;0.00034266;0.00031201;0.00097568;0.00048333;0.00042884;0.00046184;0.00033546;0.00029264;0.00034989;0.00032565;0.00029734;0.00029463;0.00027239;0.00031602;0.0002832;0.00029795;0.00032059;0.00028756;0.0006948;0.00028982;0.00026478;0.00027325;0.00028692;0.00030936;0.00031629;0.00030165;0.0003181;0.00028354;0.00026033;0.00028146;0.00027881;0.00028146;0.00031511;0.000307;0.00021799;0.00027587;0.00028481;0.00027348;0.00029205;0.00030174;0.00028718;0.0002975;0.00026795;0.00029118;0.00029429;0.00029989;0.00026441;0.00034475;0.0003018;0.00027945;0.00029111;0.00030446;0.00028187;0.00025426;0.00026625;0.00029626;0.00028622
PAS1_E2R1;0.00018218;0.00037652;0.00031029;0.00033283;0.00029309;0.00028959;0.0005226;0.00094644;0.00417546;0.041139808;0.048561067;0.011951669;0.010653819;0.0067529;0.0045971;0.00055269;0.00098633;0.00209533;0.00758777;0.032355718;0.067758636;0.065834976;0.00782941;0.00296128;0.00211841;0.011125959;0.00147687;0.00263609;0.00256452;0.00139307;0.00254028;0.00497146;0.00193353;0.0006702;0.00081854;0.00259801;0.00828443;0.00491191;0.017291419;0.029371928;0.011354139;0.008929009;0.0049466;0.00117504;0.00489524;0.00353371;0.00331637;0.00376561;0.00203696;0.00770483;0.00301697;0.00150763;0.00133933;0.00029485;0.00178541;0.00264011;0.00266826;0.00327053;0.00162329;0.00071844;0.00069758;0.00164743;0.00148814;0.00418019;0.00669109;0.00154597;0.00158692;0.00277197;0.027490378;0.056287597;0.011343889;0.00125464;0.00338968;0.034294948;0.020906199;0.036210298;0.013713489;0.017096529;0.00532206;0.009183729;0.019394869;0.041572958;0.026055998;0.015107139;0.029546368;0.021518439;0.015277079;0.00322322;0.00230556;0.00169184;0.00152198;0.00745415;0.00057459;0.00033187;0.00051182;0.00051828;0.00037742;0.00033185;0.00042123;0.00036241;0.00024266;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00029793;0.00054554;0.00038253;0.00059481;0.015642139;0.00432888;0.00450587;0.00087392;0.00037443;0.00032395;0.00030318;0.00028245;0.00032952;0.00029392;0.00033008;0.00033283;0.00032699;0.00060436;0.00090302;0.00046181;0.00032966;0.000321;0.00034418;0.00030514;0.00032815;0.00029356;0.000263;0.0002929;0.00032396;0.00029012;0.00030237;0.00026841;0.00029269;0.00030846;0.00030369;0.00033419;0.00029643;0.00029795;0.00031921;0.00026046;0.00029374;0.00038605;0.00032047;0.000303;0.00036906;0.00075208;0.00059568;0.00049194;0.00048651;0.00043217;0.00088213;0.00038558;0.00036774;0.00090302;0.00060746;0.00049139;0.00146077;0.00081798;0.00064487;0.00067981;0.00025002;0.00032653;0.00031601;0.00032578;0.00033182;0.00043403;0.00035209;0.00035788;0.00099687;0.00048123;0.00040232;0.00037073;0.00032049;0.00029455;0.00032922;0.00031544;0.00030832;0.00028377;0.00029707;0.00032511;0.00032016;0.00028796;0.00032071;0.00028085;0.00086566;0.00032057;0.00026753;0.00026409;0.00028852;0.00026877;0.00029307;0.0002941;0.00032037;0.00029022;0.00029345;0.0002741;0.00029375;0.00026707;0.00028607;0.00029857;0.00029496;0.00026608;0.00027462;0.00028457;0.00030018;0.0002893;0.00030464;0.000279;0.00026858;0.0002927;0.00030512;0.00028756;0.00026445;0.00030408;0.00028976;0.00030808;0.00030131;0.00029969;0.00029805;0.000294;0.00027922;0.00028813;0.00030501
PAS1_E2R2;0.00030894;0.00064851;0.00070398;0.00071887;0.00065403;0.00075409;0.00047564;0.00033199;0.00223696;0.038243711;0.048332131;0.01263608;0.01092689;0.00700131;0.00455638;0.00051966;0.00056386;0.00121101;0.00592855;0.029861681;0.066016661;0.065992431;0.01009694;0.00417503;0.00284718;0.01163591;0.00225828;0.00310065;0.00302987;0.00177;0.00267544;0.00518036;0.00215068;0.00081127;0.00087648;0.00243959;0.00812794;0.00459836;0.0165536;0.029280351;0.01195027;0.00928306;0.00547798;0.00154705;0.00508133;0.00382178;0.00352494;0.00397407;0.00224319;0.00772617;0.00334084;0.00171929;0.00146734;0.00033218;0.00193247;0.00263026;0.00268092;0.00333629;0.00170995;0.00079264;0.00072291;0.00149487;0.00134165;0.00385962;0.00645403;0.001399;0.00125053;0.0021398;0.026058321;0.055626271;0.01182787;0.00133289;0.00305517;0.034049561;0.02022201;0.035561641;0.01394683;0.01714346;0.00542779;0.00902633;0.0188217;0.040995771;0.026124051;0.01522862;0.029381261;0.02159989;0.01572244;0.00377274;0.00267482;0.00204543;0.00166773;0.00742032;0.00052911;0.00027327;0.00042016;0.00064377;0.00045569;0.00032214;0.00028429;0.00039768;0.00019243;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00015224;0.00032657;0.0003089;0.00088899;0.01558779;0.00458571;0.00455895;0.00112318;0.00048758;0.00038161;0.00038917;0.00043019;0.00037607;0.00046486;0.00044467;0.00048268;0.00053731;0.00080154;0.0010567;0.00056241;0.00051555;0.00048552;0.00038273;0.000367;0.00036858;0.00035991;0.00037652;0.00034621;0.00033622;0.00034207;0.00037118;0.00030721;0.00030225;0.00025571;0.00035461;0.00030651;0.00032087;0.0003095;0.00026401;0.00031326;0.00031276;0.0004079;0.00035718;0.00034319;0.00040223;0.0008129;0.00068673;0.0004925;0.000605;0.00043287;0.00094757;0.000429;0.00038814;0.00097526;0.00066727;0.00052137;0.00143475;0.00088733;0.00074548;0.00071136;0.00029913;0.00031784;0.00034198;0.00033626;0.00031232;0.00048436;0.00033023;0.00034038;0.00104493;0.0005125;0.00043792;0.00044684;0.00028998;0.00031191;0.00035381;0.00038176;0.00033547;0.00030954;0.00030884;0.00034052;0.00031379;0.0003086;0.00029869;0.00024401;0.00083584;0.00027356;0.00027664;0.00028903;0.00025778;0.00031467;0.00031738;0.0002998;0.0002839;0.000271;0.00030658;0.00028682;0.00030932;0.00030679;0.00028447;0.00028465;0.00028855;0.00027897;0.0002794;0.00028406;0.0002828;0.00026903;0.00026963;0.00027792;0.00029901;0.00026862;0.00026988;0.00029043;0.00028438;0.0003019;0.00028593;0.00027259;0.0003052;0.0002816;0.00030567;0.00031232;0.00028351;0.0002851;0.00031314
PAS1_E2R3;0.00020091;0.00039919;0.00036934;0.0003058;0.00029623;0.00031437;0.00056077;0.000978;0.0041739;0.04196078;0.04795292;0.01217928;0.01076899;0.00669247;0.00455902;0.00058208;0.00093854;0.00209991;0.00778885;0.03324395;0.06694625;0.0644726;0.00797293;0.00285089;0.00210822;0.01107536;0.00147845;0.00257034;0.00253391;0.00146684;0.00251754;0.00495446;0.0018621;0.00063412;0.00082167;0.00259879;0.00831428;0.00495652;0.0172944;0.02936208;0.01143309;0.00893888;0.00484449;0.00116257;0.00475224;0.00350642;0.00332911;0.0037518;0.00209148;0.0076798;0.00293131;0.0013964;0.00135185;0.00032858;0.0017621;0.00267935;0.00267709;0.00329181;0.001616;0.00064648;0.00068968;0.00150593;0.00140406;0.0039435;0.00653787;0.00138733;0.00148739;0.00264104;0.02784555;0.05627729;0.01130524;0.00121499;0.00330465;0.03520891;0.02047316;0.03593415;0.01393924;0.01684708;0.00532741;0.00911074;0.01927704;0.04167822;0.02614439;0.0150573;0.02950384;0.02158111;0.0152584;0.00324011;0.00220634;0.00174388;0.00150531;0.0063387;0.00059447;0.00035487;0.00072925;0.00035848;0.00027653;0.00040323;0.00053349;0.00060576;0.00034568;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00018173;0.00031798;0.0003456;0.00069992;0.0158679;0.00460586;0.00459081;0.00092574;0.00045583;0.00032576;0.00035677;0.00034221;0.00033732;0.0004033;0.00039017;0.0003725;0.00041177;0.00075056;0.00100765;0.00049439;0.00045762;0.0003966;0.00034993;0.00029751;0.00027548;0.00032366;0.00032562;0.00034228;0.000339;0.00027692;0.00029412;0.00028014;0.00028923;0.0003287;0.00028208;0.00032259;0.00030285;0.00032608;0.00029608;0.00030858;0.0003193;0.00036338;0.00028699;0.00033837;0.00035375;0.00081285;0.00065228;0.00043841;0.00047935;0.0004414;0.00095411;0.00041106;0.0003657;0.00094361;0.00060899;0.00048916;0.00150211;0.0008789;0.00071798;0.0007304;0.00030147;0.00036169;0.00036652;0.00029323;0.00029586;0.0004987;0.00035593;0.0003394;0.00101765;0.00049153;0.00039695;0.00044413;0.00029374;0.00031783;0.00034659;0.00037163;0.00033624;0.00031537;0.00029089;0.00034677;0.0002553;0.00027253;0.00031783;0.00030802;0.00087856;0.00030233;0.000287;0.00029482;0.00028169;0.00030389;0.00034004;0.00031333;0.0003151;0.00030657;0.00028893;0.00025683;0.00029321;0.00027335;0.00033945;0.00028911;0.00027763;0.00028252;0.00027243;0.00028568;0.00022747;0.00024631;0.00028654;0.00030374;0.00029376;0.00026262;0.00032135;0.00025385;0.00030433;0.00029807;0.00029547;0.00028947;0.00027357;0.00029388;0.00026131;0.00028153;0.00034578;0.00031619;0.00029004
PAS1_E3R1;0.00021884;0.00036926;0.00039141;0.00037762;0.00030071;0.00030005;0.00044133;0.00089348;0.00403788;0.041185851;0.048905771;0.01211405;0.01071781;0.00682563;0.00451016;0.00052791;0.00092602;0.00205443;0.00743672;0.032434801;0.067897561;0.065280791;0.00801712;0.00291127;0.0020283;0.01121215;0.00155442;0.00264809;0.00257099;0.00140943;0.0025278;0.00490989;0.00183062;0.00067926;0.00079168;0.00245518;0.0064678;0.00481327;0.01736909;0.029615581;0.01105977;0.00894257;0.00503636;0.00109827;0.00487494;0.00359632;0.00331775;0.003823;0.00213556;0.00771902;0.00301339;0.00144372;0.00133746;0.00032057;0.00171663;0.0026661;0.00259388;0.00325784;0.00158166;0.00062292;0.00062327;0.00147881;0.0013837;0.00395846;0.00656043;0.00144649;0.00151302;0.00264297;0.027389071;0.056765951;0.01160303;0.00131327;0.00334159;0.034182961;0.02138485;0.036567651;0.0137246;0.01715186;0.00530426;0.00899714;0.01945885;0.041941761;0.026057551;0.01529552;0.029743191;0.02170284;0.01544919;0.00330502;0.00224797;0.00163713;0.00150294;0.00664333;0.00059952;0.000392;0.00070393;0.00040586;0.00031111;0.00037172;0.00050537;0.00060661;0.00029166;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00023066;0.00052849;0.00032734;0.00070929;0.01577855;0.00448315;0.004574;0.00100354;0.00045059;0.00033104;0.0003613;0.00033168;0.00031715;0.00031979;0.00039113;0.00037641;0.00038345;0.00072399;0.00096232;0.00045582;0.00036797;0.00036486;0.00034804;0.00031077;0.0003129;0.00031819;0.00035957;0.00028624;0.00033007;0.00031158;0.00029538;0.0002882;0.0002812;0.00029425;0.00030286;0.00031604;0.00029571;0.00028497;0.00029476;0.00025719;0.00029231;0.00033981;0.00030687;0.00029911;0.00032486;0.00075548;0.00061634;0.0004854;0.00047946;0.00038419;0.00091134;0.00046061;0.00038894;0.00096393;0.00060156;0.0004783;0.00149344;0.00092243;0.00064158;0.00069709;0.00029927;0.00030909;0.00030487;0.00032901;0.00030419;0.00045461;0.00034658;0.00029933;0.00104571;0.00050156;0.00039877;0.00045372;0.00031875;0.00034185;0.00034206;0.00035515;0.00030889;0.00032864;0.00029157;0.00030941;0.00029099;0.00026055;0.00031124;0.00028221;0.00060723;0.00030092;0.00027379;0.00027941;0.00027884;0.00026597;0.0003099;0.00028064;0.00027604;0.0003043;0.00031392;0.00028838;0.00029352;0.00026217;0.00033215;0.00029608;0.00027382;0.00026247;0.00029291;0.000265;0.00026605;0.00030412;0.00030724;0.00029214;0.00027441;0.00028505;0.00028656;0.00026321;0.00030335;0.00028257;0.00026864;0.00031296;0.00031251;0.00028407;0.00030577;0.00029439;0.00026223;0.00026949;0.00025205
PAS1_E3R2;0.00018662;0.00039745;0.00032197;0.0003004;0.00030713;0.00029819;0.00047595;0.00087383;0.00410851;0.041958841;0.048098561;0.01214295;0.01070312;0.00681257;0.00454426;0.00049727;0.00096495;0.00209437;0.00765722;0.032934831;0.066173061;0.065076521;0.00768796;0.00285352;0.00207016;0.01107203;0.00150525;0.00247499;0.00243422;0.00132426;0.00245197;0.0048855;0.00183513;0.00061423;0.00073572;0.00246165;0.00658005;0.00492069;0.01717021;0.029481691;0.01109975;0.00882632;0.00499757;0.00107375;0.00471529;0.0035628;0.00331816;0.0038439;0.00212424;0.00767338;0.00309902;0.00148903;0.00128102;0.000304;0.00175935;0.00260007;0.00262012;0.00323111;0.00156175;0.00064502;0.00059837;0.00154212;0.00138504;0.0039824;0.00659958;0.00148936;0.00149911;0.00263203;0.027508131;0.057037871;0.01172615;0.00122675;0.00322865;0.034120501;0.02137474;0.036836741;0.01373017;0.01726748;0.00528021;0.0090384;0.01936088;0.041979661;0.026075111;0.01531589;0.029839221;0.02173538;0.01546429;0.00322625;0.00219584;0.0016738;0.00157782;0.00705083;0.00059573;0.00043813;0.00074023;0.0004133;0.00029903;0.00038534;0.00055161;0.00066191;0.00032447;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.00023281;0.00049415;0.00032012;0.00063423;0.01595339;0.00444845;0.00450791;0.00099033;0.00041633;0.00032823;0.00037695;0.00033525;0.00037774;0.00038751;0.00036388;0.00042343;0.00043835;0.000738;0.00096164;0.00058352;0.000416;0.00035031;0.00034782;0.00033168;0.00033068;0.00032709;0.00031;0.00031441;0.00030021;0.00030656;0.00031376;0.00031928;0.00030825;0.00027051;0.00031923;0.00031235;0.00028801;0.00030797;0.00031311;0.00034573;0.00028585;0.00040027;0.00032766;0.0003287;0.00036575;0.00076667;0.00069642;0.00047637;0.00060685;0.00039829;0.00094435;0.00039288;0.00040918;0.00092394;0.00063805;0.00056214;0.00154926;0.00088671;0.00070949;0.00067881;0.00032262;0.00030706;0.00031105;0.00034477;0.00030458;0.00048574;0.0003867;0.00031846;0.00104132;0.00052223;0.0004339;0.0004922;0.00032178;0.00028872;0.00034791;0.00036649;0.00025964;0.00028342;0.00033098;0.00031528;0.00031666;0.0002968;0.00031083;0.00029615;0.00066707;0.00027095;0.00030165;0.00026319;0.00029779;0.00028107;0.00028342;0.00032859;0.00028407;0.00030825;0.00028338;0.00031262;0.00031024;0.00028255;0.00028622;0.00028311;0.00028183;0.00027838;0.00030089;0.00028281;0.0002483;0.00027419;0.00029291;0.0002558;0.00025974;0.00032154;0.00028543;0.00024106;0.00029219;0.00031549;0.00027701;0.00030994;0.00027992;0.00029411;0.00032338;0.00025739;0.00027838;0.00027733;0.00030771
